name,nameCountry,longitud,latitud
Zwierzyniec,Poland,22.97512,50.61404
Cotonou,Benin,2.3912362,6.3702928
Tacheng,China,82.978928,46.748522
Vale de Rolas,Portugal,-9.0820766,38.6125141
Buenavista,Mexico,-99.1497664,19.4458447
Lianghekou,China,105.752775,28.379727
Jindou,China,115.110483,35.904442
Shipka,Bulgaria,25.3328975,42.7123148
Sumuranyar,Indonesia,114.0625,-7.7546
Phra Phutthabat,Thailand,100.7830826,14.7268634
Quintã,Portugal,-8.5183398,40.8576169
Rozhdestveno,Russia,37.5438564,54.7288441
Souto,Portugal,-8.1202831,41.0753802
Belfort,France,6.923811,47.484145
Sadov,Czech Republic,12.8970938,50.2671255
Imeni Babushkina,Russia,43.1333329,59.75
Letpandan,Myanmar,95.7563151,17.7917146
Kahama,Tanzania,32.593828,-3.837556
Avdzaga,Mongolia,103.408699,47.87344
Ponta Porã,Brazil,-55.7242526,-22.523123
Goodlands,Mauritius,57.6495717,-20.0391408
Stockholm,Sweden,18.067173,59.3354247
Obonoma,Nigeria,6.7815237,4.6845489
Port Sudan,Sudan,37.1901616,19.5903471
Ivoti,Brazil,-51.1689963,-29.5795648
Muriaé,Brazil,-42.3702252,-21.1291403
Xincun,China,109.971328,18.412445
Panshan,China,121.996499,41.242873
Tuy Phước,Vietnam,109.1642208,13.8565034
Balkanabat,Turkmenistan,54.3360001,39.5238734
Merkezköy,Turkey,40.0092505,40.8321934
Dingcheng,China,116.416357,39.928353
Mijiang,China,100.22775,26.855047
Limoncito,Bolivia,-63.4021544,-18.0292038
Brandsen,Argentina,-58.3787726,-34.6381227
Smederevo,Serbia,20.9335169,44.6658941
Oum Hadjer,Chad,19.6907146,13.292049
Lipsko,Poland,21.64911,51.159
Kofelē,Ethiopia,38.7865445,7.0764492
Pajannangger,Indonesia,115.3975,-6.9804
Jinping,China,116.70345,23.365556
Limbuš,Slovenia,15.5817763,46.5548251
Balatero,Philippines,120.9274735,13.5074239
Itaperuna,Brazil,-41.8799408,-21.1877747
Ikedachō,Japan,133.7812773,33.9419512
Jinqiao,China,121.611248,31.266133
Kunduz,Afghanistan,68.8680663,36.7285907
Quwaysinā,Egypt,31.1578769,30.5651672
Dordrecht,Netherlands,4.6999899,51.792865
Huangling,China,109.262961,35.579427
Taipingxi,China,111.01537,30.841493
Azilal,Morocco,-6.5730004,31.9649107
Chendong,China,117.9249002,35.8939566
Huallanca,Peru,-76.9398195,-9.8975064
Ibaan,Philippines,121.131952,13.816877
Al ‘Āqir,Yemen,45.6,14.283333
Longzui,China,118.4500421,39.2752729
Peoria,United States,-112.28609,33.7868136
Degerfors,Sweden,14.4319324,59.2436305
Jiaotan,China,115.413779,38.134916
Babakan,Indonesia,106.804564,-6.588201
Matayumtayum,Philippines,120.7090355,15.5160946
Apatin,Serbia,18.984314,45.6728599
Kashihara,Japan,133.9508311,34.2872962
Zhongxinqiao,China,117.566112,39.030297
Dachnoye,Russia,58.9216772,53.4445864
Hengdong Chengguanzhen,China,112.949437,27.08556
Sandaotong,China,129.745739,45.683569
Tiflet,Morocco,-6.3207151,33.8954803
Dębica,Poland,22.561217,51.64438
Chichibu,Japan,139.0791865,35.9528417
Moca,Dominican Republic,-70.4059336,18.9331158
Wengtian,China,110.883743,19.928174
São Lourenço de Mamporcão,Portugal,-7.5457633,38.8905198
Laju Kidul,Indonesia,111.7465609,-6.9770646
Moerewa,New Zealand,174.9213435,-37.0555803
Malé Svatoňovice,Czech Republic,16.0497864,50.5339443
São José de Ribamar,Brazil,-44.070196,-2.5503853
Gopaan,Indonesia,112.5106,-7.0014
Kananga,Democratic Republic of the Congo,22.4172256,-5.897522
San Antonio Aguas Calientes,Guatemala,-90.7858316,14.5495607
Huaqiao,China,118.6422409,24.9372186
Prilep,Kosovo,20.3190646,42.5076746
Studénka,Czech Republic,18.0785342,49.7234162
Maebaru,Japan,130.608934,32.9901655
Hernández,Argentina,-68.8502434,-32.9589969
Kota Bharu,Malaysia,102.2462087,6.1097207
Yongledian,China,116.796531,39.708782
Samut Songkhram,Thailand,99.9129845,13.3601931
Drochia,Moldova,28.4339797,47.837001
Youxikou,China,118.449395,26.396895
Mabusag,Philippines,120.467,17.9333
Lenger,Kazakhstan,69.8824972,42.1811386
Rizal,Philippines,121.1092186,14.5665378
Muang Sam Sip,Thailand,104.7264617,15.5106977
San Lorenzo,Nicaragua,-85.6698146,12.3772165
Gomunice,Poland,19.4883692,51.167963
Rönninge,Sweden,17.7689811,59.2013654
Chenārān,Iran,59.1213974,36.6415869
Gaoping,China,112.92392,35.797997
Zhaocun,China,119.310773,30.97213
Tulungrejo,Indonesia,112.1877315,-7.7546695
Nishiwaki,Japan,134.8867891,35.0743086
Konosha,Russia,40.2657733,60.9754503
Pingshui,China,120.6367578,29.9120904
Kostrzyn nad Odrą,Poland,14.6349097,52.6235765
Solna,Sweden,18.0191452,59.3525393
Choca do Mar,Portugal,-8.7011957,40.4889794
Golmud,China,94.928484,36.406404
Novi Vinodolski,Croatia,14.7897992,45.1285255
Abang,Indonesia,115.6273131,-8.3693974
Zvishavane,Zimbabwe,30.0549683,-20.3139411
Zuogaiduoma,China,103.133562,35.054002
Imider,Morocco,-5.7905653,31.3694559
Cergy-Pontoise,France,2.074954,49.039076
Liuhou,China,109.428608,24.326292
Har-Us,Mongolia,91.8666667,49.1
Ābyek,Iran,50.5446161,36.040428
Les Clayes-sous-Bois,France,1.9697936,48.8276508
Rzewnie,Poland,21.3426286,52.8234799
Līkak,Iran,50.0932428,30.8936954
Thị Trấn Việt Quang,Vietnam,104.8104424,22.4177717
Kafir Yasif,Israel,35.1599957,32.9520318
Xiadian,China,118.725698,35.621965
Dashi,China,111.975237,27.696901
Catolé do Rocha,Brazil,-37.7465518,-6.3417512
Boto,Indonesia,110.7167165,-7.6155876
Fengtai,China,116.287149,39.858427
Bairan,Philippines,123.7192022,10.1985612
Hongxing,China,129.3909831,48.239431
Kybartai,Lithuania,22.7575987,54.6410525
Barrī ash Sharqī,Syria,37.22551,35.008579
Zhujiang,China,113.6216667,22.7694444
Al Miftāḩ,Yemen,43.46381,15.97431
Al Buţayḩah,Syria,35.63198,32.90871
Sagae,Japan,140.2790754,38.3613687
Bosaso,Somalia,49.1878994,11.2755407
Austin,United States,-97.8395151,30.4190616
Pidhaytsi,Ukraine,25.1313297,49.2744124
Tatuí,Brazil,-47.8451996,-23.3549445
Edsbyn,Sweden,15.9055746,61.3611476
Chongwen,China,116.414961,39.896949
Rahama,Nigeria,8.6903172,10.4141663
Hopetown,South Africa,28.2949405,-26.1353484
Zelenodolsk,Russia,48.5236711,55.8697739
Cô Tô,Vietnam,107.8346924,21.1062206
Comé,Benin,1.8855057,6.4096168
Bené Beraq,Israel,34.835226,32.084932
Jincheng,China,112.851831,35.490701
Arboga,Sweden,15.8447572,59.3917649
Konče,Macedonia,22.38359,41.49511
Shali,Russia,45.9011736,43.1463186
Uruzgān,Afghanistan,66.1415263,32.9271287
Parakanhonje Wetan,Indonesia,108.1944,-7.2801
Erling,China,105.7676313,26.6679155
Chiang Khan,Thailand,101.6271544,17.8759173
Tentúgal,Portugal,-8.5846629,40.2252364
Mayong,China,113.5883876,23.0604451
Quinta do Sobrado,Portugal,-8.8259105,39.6454395
Çepan,Albania,20.2616268,40.4210295
Antopal’,Belarus,24.7853017,52.2041343
Trikora,Indonesia,121.4713265,0.4907958
Michałowice,Poland,20.8799274,52.1675198
Portelinha,Portugal,-8.4272356,39.6920939
Wleń,Poland,15.677587,51.0176058
Motala,Sweden,15.0017895,58.7243769
Zhongshan,China,113.39277,22.517585
Mabunga,Philippines,122.0680526,13.8645517
Shaheying,China,120.769905,40.828411
Besisahar,Nepal,84.3857442,28.1962471
Stryków,Poland,19.6055101,51.90218
Ulyanovsk,Russia,48.2335118,54.2866841
Gangtun,China,120.632941,40.927831
Strážná,Czech Republic,16.7105196,49.9112092
Tizguine,Morocco,-8.3143192,31.2393596
Józefosław,Poland,21.053265,52.1012559
Angoulême,France,0.129895,45.638468
Santa Cruz das Flores,Portugal,-31.1338071,39.4582827
Kefar Tavor,Israel,35.419972,32.687346
Marale,Honduras,-87.1711922,14.8921247
Frösön,Sweden,14.5928298,63.1257009
Cayenne,French Guiana,-52.3205637,4.9237913
Przelewice,Poland,15.0760167,53.1042303
Irving,United States,-96.967936,32.886855
Windusakti Hilir,Indonesia,108.7231,-7.1554
Brckovljani,Croatia,16.2945325,45.8361992
Ust’-Abakan,Russia,91.3960432,53.8354447
Singasari,Indonesia,112.6722635,-7.8848787
Xiangshan,China,121.869339,29.476705
Ambatolampy,Madagascar,47.4392352,-19.3836846
Marseille,France,5.3563232,43.2894617
Erba,China,9.2292909,45.813177
Tranås,Sweden,15.0052213,58.0275087
Guaíba,Brazil,-51.3238273,-30.1090924
Mercedes,Uruguay,-58.0185646,-33.2604441
Tiassalé,Ivory Coast,-4.8261424,5.9042627
Lucban,Philippines,121.6158104,13.9327517
Dongxin,China,107.971826,21.547821
Ta’ Xbiex,Malta,14.49444,35.89917
Taltal,Chile,-69.766667,-25.283333
Budziszewice,Poland,19.93565,51.667293
Calceta,Ecuador,-80.1596041,-0.8406658
Qingshan,China,114.385538,30.63963
Nanhe,China,114.683863,37.005017
Penambangan,Indonesia,112.5349392,-7.40772
Aguelmous,Morocco,-5.8432964,33.1584786
Singojuruh,Indonesia,114.2509376,-8.3200799
Oster,Ukraine,30.8786768,50.9486162
Lugulu,Kenya,34.305278,0.393611
Pueblo Nuevo,Peru,-79.5139718,-7.1916713
Sobreira,Portugal,-8.1988196,42.1252635
Bang Rak,Thailand,100.5148471,13.7246078
Bulgan,Mongolia,103.5218199,48.8231572
Cruz de los Milagros,Argentina,-58.8062726,-27.5093879
Tuqiao,China,116.686439,39.871981
Barreirinhas,Brazil,-42.8236209,-2.759
Groningen,Netherlands,6.5319506,53.2231057
Dongzha,China,117.448512,38.918056
Omemee,Canada,-78.55989,44.29897
Araripina,Brazil,-40.4976324,-7.57656
Sabugal,Portugal,-7.0895241,40.3516608
Czudec,Poland,21.8376406,49.9454719
Patemon,Indonesia,109.5285442,-7.6162571
Yangying,China,118.674614,37.433963
Lubu,China,112.294107,23.177772
Coronel Martínez,Paraguay,-56.6163213,-25.7605107
Liyuan,China,-90.3766634,38.5067706
Mabilang,Philippines,120.487985,15.6627727
Acacías,Colombia,-73.766129,3.991663
Mashan,China,130.478187,45.212088
Gaoming,China,112.892578,22.900182
At Tibnī,Syria,39.8193219,35.604681
Umeå,Sweden,20.0874486,63.8737727
Bothaville,South Africa,26.63056,-27.36667
Paucarbamba,Peru,-74.55,-12.55
Kungsbacka,Sweden,12.0730996,57.492982
Ngeru,Indonesia,117.5319733,-8.5056516
Espinal,Colombia,-74.9501034,4.1728946
Ganjiang,China,121.35142,28.165293
Oenaik,Indonesia,124.3556,-9.5701
Yevpatoriya,Ukraine,33.366867,45.19045
Cuilco,Guatemala,-91.8808763,15.4566044
Lukavec,Czech Republic,17.919916,49.7517708
Manoel Urbano,Brazil,-70.1455805,-9.9165208
Falun,Sweden,15.6527231,60.6152048
Siaya,Kenya,34.2747004,-0.0998238
‘Irbīn,Syria,36.3660597,33.5389052
São Tomé,Portugal,-8.4002579,41.3442557
Maymana,Afghanistan,64.7755147,35.91784
Kedungbang,Indonesia,111.0177251,-6.543601
Ust’-Ilimsk,Russia,102.7445248,57.9536921
Shitan,China,112.723615,27.754532
Changuillo,Peru,-75.225304,-14.67278
Tonjongsari,Indonesia,108.1754804,-7.7408587
Banjarkemuning,Indonesia,112.8165095,-7.3788331
Phu Loc,Vietnam,107.9394761,16.2725431
Sawo,Indonesia,115.3,-1.9
Sitovo,Bulgaria,27.8342003,43.5687705
Pombos,Brazil,-35.3685679,-8.1565483
Cotton Ground,Saint Kitts and Nevis,-62.617788,17.1744437
Ciketak,Indonesia,108.4595045,-7.0112331
Levashi,Russia,47.3298509,42.4229813
Songgai,China,121.4737021,31.2303904
Huambo,Peru,-72.1082897,-15.73144
Karangsumber,Indonesia,111.1086346,-6.8657511
Pensacola,United States,-87.193563,30.475663
Koronowo,Poland,17.8753018,53.3274494
Santa Maria,Brazil,-53.8154499,-29.68725
Besançon,France,5.9675963,47.2215999
Situ,China,119.6430298,32.8892572
Tuohua,China,118.9478423,31.3400146
Miedzichowo,Poland,15.9570211,52.3738553
Quyangqiao,China,114.491954,38.238247
Lukunor,Micronesia,153.8190084,5.5047283
Venâncio Aires,Brazil,-52.1936768,-29.6148016
Varna,Serbia,19.6519918,44.6677818
Nagarakembang,Indonesia,108.3311815,-7.0453161
Mlalo,Tanzania,38.3508173,-4.5802788
El Águila,Colombia,-76.0285737,4.9428987
Muhoroni,Kenya,35.1983598,-0.1566093
Wates,Indonesia,110.1434668,-7.893728
Majalengka,Indonesia,108.2852049,-6.7790605
Alak,Indonesia,123.5616058,-10.1917127
Jaraguá,Brazil,-49.4466005,-15.6469053
Gamboula,Central African Republic,15.1346669,4.1191962
Dajalorong,Indonesia,113.7136,-7.0609
Dadianzi,China,128.500964,43.661922
Kālīganj,Bangladesh,88.7178035,26.111545
Strömsund,Sweden,15.533251,63.8471115
Ravne na Koroškem,Slovenia,14.9660445,46.5448323
Salt Lake City,United States,-111.8985922,40.7177351
Ringinrejo,Indonesia,112.0416754,-7.9794517
Dongji,China,122.689752,30.190334
Lechinkay,Russia,43.4277773,43.5594247
Qibu,China,116.872657,28.716258
Międzybrodzie Bialskie,Poland,19.1888791,49.7986721
Dobrljin,Bosnia and Herzegovina,16.4839317,45.1462441
Bicos,Philippines,121.0410861,15.6540915
Tandag,Philippines,126.162783,9.090009
Kuhmalahti,Finland,24.5340167,61.5074716
Stepanivka,Ukraine,38.4948982,48.4518702
La Maná,Ecuador,-79.2316042,-0.9411949
Mae Lan,Thailand,101.2353772,6.647477
Dukla,Poland,21.6832308,49.5555137
Xianyang,China,108.708991,34.329605
Otukpa,Nigeria,7.6697323,7.138166
Sumberbening,Indonesia,111.6243377,-7.4207981
Cibunar,Indonesia,106.5495683,-6.3413734
Pandean,Indonesia,112.7032945,-7.6426348
Kivsharivka,Ukraine,37.6810464,49.6297207
Yidian,China,107.759245,34.401112
Lukou,China,118.8719394,31.7338222
Pokój,Poland,17.8430924,50.9040233
Loma Bonita,Mexico,-101.6961551,21.115093
Hujiaying,China,104.980581,26.497669
Zhangdian,China,118.017938,36.806669
Fukuyama,Japan,139.9488853,38.988364
Iyo,Japan,132.7021114,33.7622962
Wadung,Indonesia,111.9075351,-7.0448624
Itabira,Brazil,-43.2182878,-19.6238346
Karpinsk,Russia,60.0672588,59.7725109
Aradac,Serbia,20.2841743,45.3725657
Nuits-Saint-Georges,France,4.9137748,47.1291041
Cipesing,Indonesia,107.5609228,-6.8057733
Vozuća,Bosnia and Herzegovina,18.3655679,44.3783113
Rakiv Lis,Ukraine,24.9194195,51.6203554
Koesan,South Korea,127.766922,35.907757
Patrída,Greece,22.1857013,40.561598
Breda,Netherlands,4.7066416,51.5829309
Domont,France,2.3236877,49.0285391
Seč,Czech Republic,16.8773821,49.5372506
Banhā,Egypt,31.1848307,30.4659929
Nanae,Japan,140.3438019,35.7390788
Sumanding,Indonesia,110.8642328,-6.5640911
Gornyye Klyuchi,Russia,133.5047756,45.2263404
Lutun,China,-0.4111111,51.8851246
Casal da Anja,Portugal,-8.9189073,39.876135
Nossa Senhora de Machede,Portugal,-7.7756872,38.5783058
Batakte,Indonesia,123.5532073,-10.2530955
Bang Kruai,Thailand,100.4227992,13.8135951
Stupari,Bosnia and Herzegovina,18.3753175,44.5722923
Guane,Cuba,-84.0880839,22.1998606
Maszewo Duże,Poland,19.6295361,52.579839
Baguio,Philippines,120.6026406,16.4112875
Jadi,Indonesia,111.9880199,-6.9528113
Vancouver,United States,-122.4979879,45.6585294
Bagrāmī,Afghanistan,69.2698737,34.4906784
Fujioka,Japan,139.9177739,38.7683879
Pregonero,Venezuela,-71.7637309,8.0155697
Kaniów,Poland,20.6630795,50.9872632
Naas,Ireland,-6.67045,53.213319
Aktau,Kazakhstan,51.1985113,43.6410973
Circasia,Colombia,-75.635595,4.616094
Longping,China,107.0336505,27.5566857
Dongdai,China,119.618419,26.241987
Napuro,Philippines,123.9881642,12.6679167
Hongsihu,China,120.752481,31.654375
Simao,China,100.977164,22.78691
Artesianón,Greece,21.89472,39.40278
Zhosaly,Kazakhstan,64.0818612,45.4852437
Jinjia,China,107.019761,28.818645
Nogent-le-Rotrou,France,0.839002,48.3156651
Mankono,Ivory Coast,-6.1898262,8.0599142
Dimitrovgrad,Serbia,22.7826929,43.0208123
San Rafael,Philippines,121.0190818,14.5697429
Svalyava,Ukraine,22.9948916,48.5428567
Ongi,Mongolia,104.0061889,45.3401583
Leribe,Lesotho,28.2526623,-28.9510773
Reda,Poland,18.3257,54.6186348
Yuezhao,China,102.3589828,24.6613135
Hamburg,Germany,10.1569956,53.4460678
Jendouba,Tunisia,8.7756556,36.5072263
Huangban,China,109.169053,28.246367
Söderköping,Sweden,16.3502006,58.4710363
Suileng,China,127.114832,47.236015
Annecy,France,6.121072,45.9018536
Guandiping,China,110.442349,29.588771
Shun’ga,Russia,34.9332074,62.5988609
Svorónos,Greece,22.4624484,40.2683581
Yāsūf,Palestinian Territory,35.239715,32.109371
Klaeng,Thailand,101.6490959,12.7797397
Huangshi,China,115.038835,30.20003
Nagua,Dominican Republic,-70.4044232,18.9345715
Fatumuti,Indonesia,124.4891278,-9.5662977
An Naşşārīyah,Palestinian Territory,35.38711,32.23647
Wahai,Indonesia,129.484497,-2.804472
Timezgadiouine,Morocco,-9.0439796,30.8851314
Jamalteca,Honduras,-87.578697,14.6965
Kedungharjo,Indonesia,111.7227125,-6.9731701
Wuqiao,China,116.391507,37.627661
